1,2,3,4,5,6,7,8,9,10,average
0.782608695652174,0.782608695652174,0.8260869565217391,0.717391304347826,0.8888888888888888,0.8222222222222222,0.8888888888888888,0.9555555555555556,0.7333333333333333,0.8444444444444444,0.8242028985507247
