mean_test_score,params
0.883208893313423,"{'algorithm': 'auto', 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}"
0.885550735973832,"{'algorithm': 'auto', 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}"
0.883208893313423,"{'algorithm': 'auto', 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}"
0.885550735973832,"{'algorithm': 'auto', 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}"
0.8943563488113015,"{'algorithm': 'auto', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}"
0.898916779255256,"{'algorithm': 'auto', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}"
0.8943563488113015,"{'algorithm': 'auto', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}"
0.89940268790443,"{'algorithm': 'auto', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}"
0.8993066913176421,"{'algorithm': 'auto', 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}"
0.903465358268743,"{'algorithm': 'auto', 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}"
0.8993066913176421,"{'algorithm': 'auto', 'n_neighbors': 4, 'p': 2, 'weights': 'uniform'}"
0.9032638839507928,"{'algorithm': 'auto', 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}"
0.898938111830098,"{'algorithm': 'auto', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}"
0.9056614283343999,"{'algorithm': 'auto', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}"
0.898938111830098,"{'algorithm': 'auto', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}"
0.9039121571973737,"{'algorithm': 'auto', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}"
0.9027364952949821,"{'algorithm': 'auto', 'n_neighbors': 6, 'p': 1, 'weights': 'uniform'}"
0.9077484652397544,"{'algorithm': 'auto', 'n_neighbors': 6, 'p': 1, 'weights': 'distance'}"
0.9027364952949821,"{'algorithm': 'auto', 'n_neighbors': 6, 'p': 2, 'weights': 'uniform'}"
0.9061864467041172,"{'algorithm': 'auto', 'n_neighbors': 6, 'p': 2, 'weights': 'distance'}"
0.908999976297139,"{'algorithm': 'auto', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}"
0.910265709071085,"{'algorithm': 'auto', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}"
0.908999976297139,"{'algorithm': 'auto', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}"
0.909097158026974,"{'algorithm': 'auto', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}"
0.9147242172130176,"{'algorithm': 'auto', 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}"
0.9137808433477922,"{'algorithm': 'auto', 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}"
0.9147242172130176,"{'algorithm': 'auto', 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}"
0.9127023631752353,"{'algorithm': 'auto', 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}"
0.912617032875868,"{'algorithm': 'auto', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}"
0.9122152693830146,"{'algorithm': 'auto', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}"
0.912617032875868,"{'algorithm': 'auto', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}"
0.913082794093247,"{'algorithm': 'auto', 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}"
0.9120422384981868,"{'algorithm': 'auto', 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}"
0.9135390741662519,"{'algorithm': 'auto', 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}"
0.9120422384981868,"{'algorithm': 'auto', 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}"
0.9116855104411101,"{'algorithm': 'auto', 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}"
0.9090639740216645,"{'algorithm': 'auto', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}"
0.9112979686648177,"{'algorithm': 'auto', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}"
0.9090639740216645,"{'algorithm': 'auto', 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}"
0.9097335798430871,"{'algorithm': 'auto', 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}"
0.9100583090379007,"{'algorithm': 'auto', 'n_neighbors': 12, 'p': 1, 'weights': 'uniform'}"
0.911677214439783,"{'algorithm': 'auto', 'n_neighbors': 12, 'p': 1, 'weights': 'distance'}"
0.9100583090379007,"{'algorithm': 'auto', 'n_neighbors': 12, 'p': 2, 'weights': 'uniform'}"
0.9090438265898694,"{'algorithm': 'auto', 'n_neighbors': 12, 'p': 2, 'weights': 'distance'}"
0.9105643651188698,"{'algorithm': 'auto', 'n_neighbors': 13, 'p': 1, 'weights': 'uniform'}"
0.9111427149256915,"{'algorithm': 'auto', 'n_neighbors': 13, 'p': 1, 'weights': 'distance'}"
0.9105643651188698,"{'algorithm': 'auto', 'n_neighbors': 13, 'p': 2, 'weights': 'uniform'}"
0.9085188082201523,"{'algorithm': 'auto', 'n_neighbors': 13, 'p': 2, 'weights': 'distance'}"
0.9123705231221407,"{'algorithm': 'auto', 'n_neighbors': 14, 'p': 1, 'weights': 'uniform'}"
0.9131669392495674,"{'algorithm': 'auto', 'n_neighbors': 14, 'p': 1, 'weights': 'distance'}"
0.9123705231221407,"{'algorithm': 'auto', 'n_neighbors': 14, 'p': 2, 'weights': 'uniform'}"
0.9117068430159521,"{'algorithm': 'auto', 'n_neighbors': 14, 'p': 2, 'weights': 'distance'}"
0.9111936760767024,"{'algorithm': 'auto', 'n_neighbors': 15, 'p': 1, 'weights': 'uniform'}"
0.9143366754367251,"{'algorithm': 'auto', 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}"
0.9111936760767024,"{'algorithm': 'auto', 'n_neighbors': 15, 'p': 2, 'weights': 'uniform'}"
0.9117009173007181,"{'algorithm': 'auto', 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}"
