1,2,3,4,5,6,7,8,9,10,average
0.8009523809523809,0.8047619047619048,0.8523809523809525,0.6971428571428572,0.8214285714285714,0.8511904761904762,0.9107142857142857,0.9791666666666667,0.7827380952380952,0.825,0.832547619047619
