Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Train_Specificity,Train_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Test_Specificity,Test_ROC_AUC
0.986784140969163,0.9867005175275851,0.9867005175275851,0.9867005175275851,0.9734010350551704,0.9877551020408163,0.9996387071575041,0.8245614035087719,0.8283248081841432,0.8185483870967742,0.8210361067503926,0.6467993138243626,0.8870967741935484,0.8995037220843672
