Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Train_Specificity,Train_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Test_Specificity,Test_ROC_AUC
0.960352422907489,0.9598424121857507,0.9604530807538326,0.9601288056206089,0.9202952903328425,0.9591836734693877,0.9931354359925788,0.8596491228070176,0.8617424242424243,0.8554590570719602,0.8575,0.7171739566496741,0.9032258064516129,0.9468052109181141
