Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Train_Specificity,Train_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Test_Specificity,Test_ROC_AUC
0.9140969162995595,0.9132816154685794,0.9140806561859194,0.9136406424519697,0.8273618858100877,0.9142857142857143,0.97872278097842,0.8333333333333334,0.8337519623233909,0.8297146401985112,0.8311374444531068,0.6634543184666263,0.8709677419354839,0.9254032258064516
