1,2,3,4,5,6,7,8,9,10,average
0.780952380952381,0.8485714285714285,0.8923809523809524,0.7133333333333334,0.8214285714285714,0.8720238095238095,0.9315476190476191,0.9166666666666667,0.7827380952380952,0.8049999999999999,0.8364642857142858
