1,2,3,4,5,6,7,8,9,10,average
0.8247619047619047,0.7172576832151301,0.8257575757575757,0.7386363636363635,0.8886689757545769,0.8441365660564077,0.9107142857142857,0.9553571428571428,0.7536087605774016,0.8868778280542987,0.8345777086385088
