APFPs,0.913625,,,,
AvalonFPs,0.92825,,,,
ECFPs,0.923,,,,
FCFPs,0.923,,,,
MACCS,0.914875,,,,
PubchemFPs,0.923,,,,
,,,,,
,,,,,
,,,,,
