1,2,3,4,5,6,7,8,9,10,average
0.7371428571428571,0.7447619047619047,0.8685714285714285,0.7836257309941521,0.845,0.875,0.9375,0.9107142857142857,0.8035714285714286,0.8991596638655461,0.8405047299621604
