Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Train_Specificity,Train_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Test_Specificity,Test_ROC_AUC
0.9427312775330396,0.9419671556308807,0.9430719656283566,0.9424453416027929,0.8850384316820329,0.9387755102040817,0.9867688702275169,0.8157894736842105,0.8158555729984301,0.8120347394540943,0.8133624386060654,0.6278786870907113,0.8548387096774194,0.904001240694789
