1,2,3,4,5,6,7,8,9,10,average
0.8419047619047619,0.8457142857142858,0.9523809523809522,0.878095238095238,0.9325396825396824,0.9166666666666666,0.9444444444444444,0.9841269841269841,0.8938492063492064,0.942,0.913172222222222
