1,2,3,4,5,6,7,8,9,10,average
0.8857142857142857,0.8533333333333333,0.9180952380952381,0.7885714285714285,0.9226190476190477,0.8869047619047619,0.9206349206349206,0.9642857142857143,0.8948412698412698,0.912,0.8947
