mean_test_score,params
0.8788937874801489,"{'algorithm': 'auto', 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}"
0.876307805352106,"{'algorithm': 'auto', 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}"
0.8788937874801489,"{'algorithm': 'auto', 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}"
0.876307805352106,"{'algorithm': 'auto', 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}"
0.8895008177487023,"{'algorithm': 'auto', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}"
0.8874197065585815,"{'algorithm': 'auto', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}"
0.8895008177487023,"{'algorithm': 'auto', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}"
0.8868366161795729,"{'algorithm': 'auto', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}"
0.9055891346085472,"{'algorithm': 'auto', 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}"
0.9030244850553462,"{'algorithm': 'auto', 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}"
0.9055891346085472,"{'algorithm': 'auto', 'n_neighbors': 4, 'p': 2, 'weights': 'uniform'}"
0.9010761098864633,"{'algorithm': 'auto', 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}"
0.9144705966010097,"{'algorithm': 'auto', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}"
0.9073087771694043,"{'algorithm': 'auto', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}"
0.9144705966010097,"{'algorithm': 'auto', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}"
0.9059482329517173,"{'algorithm': 'auto', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}"
0.9170079878641351,"{'algorithm': 'auto', 'n_neighbors': 6, 'p': 1, 'weights': 'uniform'}"
0.9096660266894215,"{'algorithm': 'auto', 'n_neighbors': 6, 'p': 1, 'weights': 'distance'}"
0.9170079878641351,"{'algorithm': 'auto', 'n_neighbors': 6, 'p': 2, 'weights': 'uniform'}"
0.9084002939154756,"{'algorithm': 'auto', 'n_neighbors': 6, 'p': 2, 'weights': 'distance'}"
0.9109839057574248,"{'algorithm': 'auto', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}"
0.9064139941690961,"{'algorithm': 'auto', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}"
0.9109839057574248,"{'algorithm': 'auto', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}"
