Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Train_Specificity,Train_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Test_Specificity,Test_ROC_AUC
0.8480176211453745,0.8490602671637154,0.8510985255346157,0.8478929044851344,0.7001558258670695,0.8122448979591836,0.9343325847085246,0.8947368421052632,0.8977272727272727,0.890818858560794,0.893125,0.7885158685677045,0.9354838709677419,0.9404466501240695
