1,2,3,4,5,6,7,8,9,10,average
0.8628571428571429,0.8438095238095238,0.9657142857142856,0.838095238095238,0.8948412698412699,0.8630952380952381,0.9543650793650793,0.9722222222222222,0.9007936507936507,0.926,0.902179365079365
