1,2,3,4,5,6,7,8,9,10,average
0.5607311136255976,0.5280173375963224,0.7523809523809524,0.45167981138706215,0.6891102619565483,0.6192695654389978,0.7768985960673559,0.7857142857142857,0.6475260220108946,0.6958374259266011,0.6507165372104617
