1,2,3,4,5,6,7,8,9,10,average
0.8695652173913043,0.8068181818181819,0.8695652173913043,0.6761363636363636,0.9107142857142857,0.8035714285714286,0.935,0.89,0.755,0.8458498023715415,0.836222049689441
