1,2,3,4,5,6,7,8,9,10,average
0.8503787878787878,0.8260869565217391,0.8260869565217391,0.6571428571428571,0.9328063241106719,0.8300000000000001,0.935,0.9107142857142857,0.7767857142857142,0.8656126482213439,0.841061453039714
