1,2,3,4,5,6,7,8,9,10,average
0.8761904761904762,0.88,0.9561904761904761,0.8171428571428572,0.9404761904761905,0.8968253968253967,0.9543650793650794,0.9940476190476191,0.8710317460317462,0.9219999999999999,0.9108269841269843
