Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Train_Specificity,Train_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Test_Specificity,Test_ROC_AUC
0.9845814977973568,0.9855490196078431,0.9836051166878235,0.9844547166581065,0.9691521867799903,0.9959183673469387,0.9994336490577092,0.8596491228070176,0.8617424242424243,0.8554590570719602,0.8575,0.7171739566496741,0.9032258064516129,0.93424317617866
