Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Train_Specificity,Train_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Test_Specificity,Test_ROC_AUC
0.986784140969163,0.9875208149671858,0.9859974611854311,0.9866807486944786,0.9735170842858478,0.9959183673469387,0.9996094131432477,0.8157894736842105,0.8146591970121382,0.8135856079404467,0.8140582524271844,0.6282438876395189,0.8387096774193549,0.9170285359801489
