Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Train_Specificity,Train_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Test_Specificity,Test_ROC_AUC
0.9030837004405287,0.9021174823543137,0.9038765745532662,0.902713653984766,0.8059921372848341,0.8938775510204081,0.9767503173518212,0.8245614035087719,0.8257575757575758,0.8200992555831266,0.821875,0.6458320447316437,0.8709677419354839,0.932847394540943
