1,2,3,4,5,6,7,8,9,10,average
0.7295238095238095,0.8047619047619048,0.8961904761904762,0.6771428571428572,0.8660714285714286,0.8482142857142857,0.9345238095238095,0.9345238095238095,0.8005952380952381,0.815,0.8306547619047618
