molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL3342666,COc1cc(-c2cn(C3OC(CO)C(O)C3O)c3ncnc(N)c23)cc(OC)c1OC,0,10000.0
CHEMBL67267,COc1ccc(-c2cnc3c(N)ncnc3n2)cc1,0,10000.0
CHEMBL572326,COc1ccc(-c2ncnc3c2ccn3C2OC(CO)C(O)C2O)cc1,0,10000.0
CHEMBL4450152,COc1ncnc2c1c1c(ccn1C)n2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL4462344,COc1ncnc2c1c1ccn(C)c1n2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL4483740,COc1ncnc2c1c1occc1n2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL1814764,CSc1ccc(-c2cn(C3OC(CO)C(O)C3O)c3ncnc(N)c23)cc1,0,10000.0
CHEMBL4567695,CSc1ncnc2c1c1c(ccn1C)n2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL4476539,CSc1ncnc2c1c1ccn(C)c1n2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL4591383,CSc1ncnc2c1c1occc1n2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL356312,NCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,0,10000.0
CHEMBL67043,Nc1ccc(-c2cnc3c(N)ncnc3n2)cc1,0,10000.0
CHEMBL3342672,Nc1ncnc2c1c(C=Cc1ccccc1)cn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL143644,Nc1ncnc2c1c(Br)nn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL1814779,Nc1ncnc2c1c(-c1c[nH]cn1)cn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL1814775,Nc1ncnc2c1c(-c1cc[nH]n1)cn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL3342668,Nc1ncnc2c1c(-c1cc3ccccc3c3ccccc13)cn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL1814771,Nc1ncnc2c1c(-c1cc3ccccc3o1)cn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL3342663,Nc1ncnc2c1c(-c1ccc(C(F)(F)F)cc1)cn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL3342665,Nc1ncnc2c1c(-c1ccc3c(c1)OCO3)cn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL3342667,Nc1ncnc2c1c(-c1ccc3c4c(cccc14)CC3)cn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL3342669,Nc1ncnc2c1c(-c1cccc3c1oc1ccccc13)cn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL3342671,Nc1ncnc2c1c(-c1cccc3c1Sc1ccccc1S3)cn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL1814765,Nc1ncnc2c1c(-c1cccc3ccccc13)cn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL1814774,Nc1ncnc2c1c(-c1cn[nH]c1)cn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL4447775,Nc1ncnc2c1c1occc1n2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL267099,Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL308008,Nc1ncnc2nc(-c3ccc([N+](=O)[O-])cc3)cnc12,0,10000.0
CHEMBL419063,Nc1ncnc2nc(-c3ccccc3)cnc12,0,10000.0
CHEMBL371549,O=C(CNc1ncnc2[nH]cc(-c3ccccc3)c12)NC1CC1,0,10000.0
CHEMBL4589727,OCC1OC(n2c3ccoc3c3c(-c4ccoc4)ncnc32)C(O)C1O,0,10000.0
CHEMBL570743,OCC1OC(n2cc(Cl)c3c(-c4ccccc4)ncnc32)C(O)C1O,0,10000.0
CHEMBL570092,OCC1OC(n2cc(Cl)c3c(-c4ccsc4)ncnc32)C(O)C1O,0,10000.0
CHEMBL570091,OCC1OC(n2cc(F)c3c(-c4cc[nH]c4)ncnc32)C(O)C1O,0,10000.0
CHEMBL584957,OCC1OC(n2cc(F)c3c(-c4ccc[nH]4)ncnc32)C(O)C1O,0,10000.0
CHEMBL584541,OCC1OC(n2cc(F)c3c(-c4ccccc4)ncnc32)C(O)C1O,0,10000.0
CHEMBL571631,OCC1OC(n2cc(F)c3c(-c4ccoc4)ncnc32)C(O)C1O,0,10000.0
CHEMBL571757,OCC1OC(n2cc(F)c3c(-c4ccsc4)ncnc32)C(O)C1O,0,10000.0
CHEMBL571850,OCC1OC(n2ccc3c(-c4c[nH]cn4)ncnc32)C(O)C1O,0,10000.0
CHEMBL576900,OCC1OC(n2ccc3c(-c4cc[nH]c4)ncnc32)C(O)C1O,0,10000.0
CHEMBL572052,OCC1OC(n2ccc3c(-c4ccc(F)cc4)ncnc32)C(O)C1O,0,10000.0
CHEMBL571978,OCC1OC(n2ccc3c(-c4ccc[nH]4)ncnc32)C(O)C1O,0,10000.0
CHEMBL576130,OCC1OC(n2ccc3c(-c4ccc[se]4)ncnc32)C(O)C1O,0,10000.0
CHEMBL585760,OCC1OC(n2ccc3c(-c4ccccc4)ncnc32)C(O)C1O,0,10000.0
CHEMBL571838,OCC1OC(n2ccc3c(-c4ccccn4)ncnc32)C(O)C1O,0,10000.0
CHEMBL576515,OCC1OC(n2ccc3c(-c4cccnc4)ncnc32)C(O)C1O,0,10000.0
CHEMBL571410,OCC1OC(n2ccc3c(-c4ccoc4)ncnc32)C(O)C1O,0,10000.0
CHEMBL572100,OCC1OC(n2ccc3c(-c4ccsc4)ncnc32)C(O)C1O,0,10000.0
CHEMBL576514,OCc1ncnc2c1ccn2C1OC(CO)C(O)C1O,0,10000.0
CHEMBL1688576,CCC1(c2ccc(CSc3ccc(F)c(Cl)c3)cc2)Oc2ccccc2-n2cccc2C1=O,0,11000.0
CHEMBL1687951,CCC1(c2ccc(CSc3cccc(OC)c3)cc2)Oc2ccccc2-n2cccc2C1=O,0,12500.0
CHEMBL98641,NCC1OC(n2ccc3c(N)ncnc32)C(O)C1O,0,13000.0
CHEMBL4203890,CC(=O)Oc1[nH]c2ccccc2c1-c1cccc2ccccc12,0,13600.0
CHEMBL4216522,O=C1C(c2cccc3ccccc23)Oc2cc3c(cc2N1Cc1ccccc1)OCO3,0,13600.0
CHEMBL4208658,O=C1C(c2ccc3ccccc3c2)Oc2cc3c(cc2N1Cc1ccccc1)OCO3,0,13700.0
CHEMBL1688571,CCC1(c2ccc(CSc3cc(Cl)ccc3Cl)cc2)Oc2ccccc2-n2cccc2C1=O,0,14000.0
CHEMBL1688509,CCC1(c2ccc(CSc3ccc(OC)cc3)cc2)Oc2ccccc2-n2cccc2C1=O,0,14000.0
CHEMBL1688511,C#Cc1ccc(SCc2ccc(C3(CC)Oc4ccccc4-n4cccc4C3=O)cc2)cc1,0,15000.0
CHEMBL3134379,OCC1OC(n2ccc3c(-c4cccc5c4sc4ccccc45)ncnc32)C(O)C1O,0,15400.0
CHEMBL318634,Cc1cn(C2OC(C)C(O)C2O)c2ncnc(N)c12,0,16500.0
CHEMBL3342662,CC(C)(C)c1ccc(-c2cn(C3OC(CO)C(O)C3O)c3ncnc(N)c23)cc1,0,20000.0
CHEMBL3342661,CC(C)c1ccc(-c2cn(C3OC(CO)C(O)C3O)c3ncnc(N)c23)cc1,0,20000.0
CHEMBL3342659,Cc1ccc(-c2cn(C3OC(CO)C(O)C3O)c3ncnc(N)c23)cc1C,0,20000.0
CHEMBL578623,CCc1ncnc2c1ccn2C1OC(CO)C(O)C1O,0,20000.0
CHEMBL1814777,Nc1ncnc2c1c(-c1c[nH]nn1)cn2C1OC(CO)C(O)C1O,0,20000.0
CHEMBL3342674,Nc1ncnc2c1c(-c1ccc(-c3ccc4ccccc4c3)cc1)cn2C1OC(CO)C(O)C1O,0,20000.0
CHEMBL3342673,Nc1ncnc2c1c(-c1ccc(-c3ccccc3)cc1)cn2C1OC(CO)C(O)C1O,0,20000.0
CHEMBL3342675,Nc1ncnc2c1c(-c1ccc(COc3cccc4ccccc34)cc1)cn2C1OC(CO)C(O)C1O,0,20000.0
CHEMBL1814772,Nc1ncnc2c1c(-c1ccc[nH]1)cn2C1OC(CO)C(O)C1O,0,20000.0
CHEMBL3342670,Nc1ncnc2c1c(-c1cccc3c1Oc1ccccc1S3)cn2C1OC(CO)C(O)C1O,0,20000.0
CHEMBL3134381,OCC1OC(n2cc(Cl)c3c(-c4ccc(F)cc4)ncnc32)C(O)C1O,0,20000.0
CHEMBL571630,OCC1OC(n2cc(F)c3c(-c4c[nH]cn4)ncnc32)C(O)C1O,0,20000.0
CHEMBL571756,OCC1OC(n2cc(F)c3c(-c4nccs4)ncnc32)C(O)C1O,0,20000.0
CHEMBL572317,OCC1OC(n2ccc3c(-c4cc[nH]n4)ncnc32)C(O)C1O,0,20000.0
CHEMBL576702,OCC1OC(n2ccc3c(-c4cn[nH]c4)ncnc32)C(O)C1O,0,20000.0
CHEMBL572327,OCC1OC(n2ccc3c(-c4nccs4)ncnc32)C(O)C1O,0,20000.0
CHEMBL571406,OCC1OC(n2ccc3c(Cc4ccccc4)ncnc32)C(O)C1O,0,20000.0
CHEMBL1688499,CCC1(c2ccc(CSc3cccc(C)c3)cc2)Oc2ccccc2-n2cccc2C1=O,0,21400.0
CHEMBL151553,Clc1ccc(-c2cnc3c(N4CCOCC4)ncnc3n2)cc1,0,22000.0
CHEMBL1688572,CCC1(c2ccc(CSc3ccc(Cl)cc3Cl)cc2)Oc2ccccc2-n2cccc2C1=O,0,22500.0
CHEMBL4205360,O=C1C(c2cccc3ccccc23)Oc2cc(F)ccc2N1Cc1ccc(F)cc1,0,24700.0
CHEMBL304179,Nc1ncnc(NC2OC(CO)C(O)C2O)c1[N+](=O)[O-],0,26000.0
CHEMBL4213199,COc1ccc(CN2C(=O)C(c3cccc4ccccc34)Oc3ccccc32)cc1,0,31600.0
CHEMBL4208269,O=C1C(c2ccc3ccccc3c2)Oc2ccccc2N1Cc1ccc(F)cc1,0,32200.0
CHEMBL1688577,CCC1(c2ccc(CSc3cc(OC)ccc3OC)cc2)Oc2ccccc2-n2cccc2C1=O,0,35000.0
CHEMBL1688513,CCC1(c2ccc(CSc3c(Cl)cccc3Cl)cc2)Oc2ccccc2-n2cccc2C1=O,0,40000.0
CHEMBL4216137,O=C1C(c2cccc3ccccc23)Oc2ccccc2N1Cc1ccc(F)cc1,0,40000.0
CHEMBL4215567,CC(=O)Oc1[nH]c2ccccc2c1-c1ccc(C)cc1,0,50000.0
CHEMBL4217051,CCN1C(=O)C(c2cccc3ccccc23)Oc2cc3c(cc21)OCO3,0,50000.0
CHEMBL4209197,CCN1C(=O)C(c2ccccc2)Oc2cc3c(cc21)OCO3,0,50000.0
CHEMBL4212073,CN1C(=O)C(c2cccc3ccccc23)Oc2cc3c(cc21)OCO3,0,50000.0
CHEMBL4204332,CN1C(=O)C(c2ccccc2)Oc2cc3c(cc21)OCO3,0,50000.0
CHEMBL4217077,O=C1C(c2cccc3ccccc23)Oc2cc(N3CCOCC3)ccc2N1Cc1ccc(F)cc1,0,50000.0
CHEMBL4204838,O=C1C(c2cccc3ccccc23)Oc2cc3c(cc2N1Cc1ccc(F)cc1)OCO3,0,50000.0
CHEMBL4214720,O=C1c2cccn2-c2ccccc2SC1c1cccc2ccccc12,0,50000.0
CHEMBL4213595,O=C1Nc2cc3c(c(Cc4ccccc4)c2OC1c1ccccc1)OCO3,0,50000.0
CHEMBL4203924,O=S(=O)(c1ccccc1)N1CC(c2cccc3ccccc23)Oc2ccccc21,0,57400.0
CHEMBL342620,CCC1(c2ccc(C)cc2)Oc2ccccc2-n2cccc2C1=O,0,80000.0
CHEMBL329653,CCC1(c2ccccc2)Oc2ccccc2-n2cccc2C1=O,0,85000.0
CHEMBL482735,CC(C)(C)Cn1c(-c2ccc(P(=O)(O)O)o2)nc2c(N)ncnc21,0,100000.0
CHEMBL570790,CCc1cc(F)c(N)c2nc(-c3ccc(P(=O)(O)O)o3)n(CC(C)C)c12,0,100000.0
CHEMBL4759496,COc1ccc(S(=O)(=O)NC(=O)c2cc3c(Nc4cccc(OC)c4)ccc(Cl)c3n2C)cc1,0,100000.0
CHEMBL519503,Nc1ncnc2c1nc(-c1ccc(P(=O)(O)O)o1)n2CCc1ccccc1,0,100000.0
CHEMBL327869,O=C1c2cccn2-c2ccccc2OC1c1ccccc1,0,100000.0
CHEMBL32718,O=C1c2cccn2-c2ccccc2SC1c1ccccc1,0,130000.0
CHEMBL1688587,CCC1(c2ccc(COc3cccc(CCN4CCCC4)c3)cc2)Oc2ccccc2-n2cccc2C1=O,0,150000.0
CHEMBL139532,CCC1(c2cccc(C)c2)Oc2ccccc2-n2cccc2C1=O,0,150000.0
CHEMBL1688586,CCN(CC)CCc1cccc(OCc2ccc(C3(CC)Oc4ccccc4-n4cccc4C3=O)cc2)c1,0,200000.0
CHEMBL1688495,CN(C)c1ccc2n1-c1ccccc1SC(c1ccccc1)C2=O,0,1000000.0
CHEMBL611878,Cc1cn(C2OC(C)C(O)C2O)c2ncnc(N)c12,0,60255958.61
CHEMBL608627,CC1OC(n2cc(I)c3c(=S)[nH]cnc32)C(O)C1O,0,154881661.9
CHEMBL610114,CSc1cn(C2OC(C)C(O)C2O)c2ncnc(N)c12,0,741310241.3
CHEMBL608926,CCOC(=O)c1cn(C2OC(C)C(O)C2O)c2ncnc(N)c12,0,1000000000.0
CHEMBL608326,Cc1cn(C2OC(C)C(O)C2O)c2ncnc(Cl)c12,0,1862087137.0
CHEMBL611870,CCC1OC(n2cc(Br)c3c(N)ncnc32)C(O)C1O,0,1995262315.0
CHEMBL611551,CC1OC(n2cc(C(N)=O)c3c(N)ncnc32)C(O)C1O,0,2187761624.0
CHEMBL611270,CC1OC(n2cc(C#N)c3c(N)ncnc32)C(O)C1O,0,3235936569.0
CHEMBL62099,Nc1ncnc2c1c(Br)cn2C1OC(CO)C(O)C1O,0,8336811846.0
CHEMBL608925,[N-]=[N+]=NCC1OC(n2cc(Br)c3c(Cl)ncnc32)C(O)C1O,0,10000000000.0
CHEMBL611873,CSc1cn(C2OC(C)C(O)C2O)c2ncnc(Cl)c12,0,14125375446.0
CHEMBL609519,[N-]=[N+]=NCC1OC(n2cc(Br)c3c(N)ncnc32)C(O)C1O,0,15848931925.0
CHEMBL611869,CCC1OC(n2cc(I)c3c(N)ncnc32)C(O)C1O,0,16595869074.0
CHEMBL608043,CC1OC(n2cc(Br)c3c(Cl)ncnc32)C(O)C1O,0,19952623150.0
CHEMBL612198,CSc1ncnc2c1c(I)cn2C1OC(C)C(O)C1O,0,22387211386.0
CHEMBL318043,[N-]=[N+]=NCC1OC(n2cc(I)c3c(N)ncnc32)C(O)C1O,0,28569326346.0
CHEMBL612193,[N-]=[N+]=NCC1OC(n2cc(I)c3c(N)ncnc32)C(O)C1O,0,28840315031.0
CHEMBL612189,[N-]=[N+]=NCC1OC(n2cc(I)c3c(Cl)ncnc32)C(O)C1O,0,112000000000.0
CHEMBL611880,CC1OC(n2cc(I)c3c(Cl)ncnc32)C(O)C1O,0,331000000000.0
CHEMBL607751,NCC1OC(n2cc(Br)c3c(N)ncnc32)C(O)C1O,0,5010000000000.0
CHEMBL610115,NCC1OC(n2cc(I)c3c(Cl)ncnc32)C(O)C1O,0,10000000000000.0
