canonical_smiles,bioactivity_class
Cn1ccc2c1c1c(Cl)ncnc1n2C1OC(CO)C(O)C1O,0
OCC1OC(n2cc(F)c3c(-c4nccs4)ncnc32)C(O)C1O,0
Brc1cccc(-c2nc3c(N4CC5CCN(Cc6ccccc6)C5C4)ncnc3o2)c1,1
CN(C)c1ccc(C#Cc2ncnc(N)c2-c2cccc(Cl)c2)cc1,1
c1ccc(CN2CC3CN(c4ncnc5oc(-c6ccccc6)nc45)CC3C2)cc1,1
Nc1ncnc(C#Cc2cncnc2)c1-c1ccc(Cl)cc1,1
OCC1OC(n2cc(Cl)c3c(-c4ccsc4)ncnc32)C(O)C1O,0
CCC1(c2ccccc2)Oc2ccccc2-n2cccc2C1=O,0
CCCCNc1ncnc2oc(-c3ccccc3)nc12,1
CC1OC(n2cc(-c3ccccc3)c3c(NCC(=O)NC4CCCC4)ncnc32)C(O)C1O,1
OCC1C(O)C(O)C2(n3cc(I)c4c(Cl)ncnc43)CC12,0
c1ccc(CN2CC3CCCN(c4ncnc5oc(-c6ccccc6)nc45)C3C2)cc1,1
[N-]=[N+]=NCC1OC(n2cc(I)c3c(Cl)ncnc32)C(O)C1O,0
Cc1cn(C2OC(C)C(O)C2O)c2ncnc(Cl)c12,0
CC1OC(n2cc(-c3ccc(Cl)cc3)c3c(Nc4ccccc4)ncnc32)C(O)C1O,1
CN(C)c1ccc(-c2nc3ncnc(N)c3c(-c3cc(Br)cs3)c2C2CC2)cn1,0
CN(C)c1ccc(-c2nc3ncnc(N)c3c(-c3ccccc3)c2-c2ccccc2)cn1,1
OCC1OC(n2ccc3c(Cc4ccccc4)ncnc32)C(O)C1O,0
Cc1ccc(C#Cc2ncnc(N)c2-c2ccc(Cl)cc2)cc1,1
CCCCCCCCCCCCCCCCCCOP(=O)(O)OCC1OC(n2ccc3c(-c4cc5ccccc5o4)ncnc32)C(O)C1O,0
CC1OC(n2cc(-c3ccccc3)c3c(NCC(=O)NC4CCC4)ncnc32)C(O)C1O,1
COc1ccc(-c2cn(C3OC(CO)C(O)C3O)c3ncnc(N)c23)cc1,0
CCc1ncnc2c1ccn2C1OC(CO)C(O)C1O,0
CCC1(c2ccc(CSc3ccc(F)c(Cl)c3)cc2)Oc2ccccc2-n2cccc2C1=O,0
CCCCSc1ncnc2c1c(I)cn2C1OC(C)C(O)C1O,0
CC(C)(C)OC(=O)N1CCN(c2ccc(C#Cc3ncnc(N)c3-c3ccc(Cl)cc3)cn2)CC1,0
Cc1ccc(-c2cc3c(N)ncnc3nc2-c2ccsc2)cc1,1
CN(C)c1ccc2n1-c1ccccc1SC(c1ccccc1)C2=O,0
O=C1C(c2cccc3ccccc23)Oc2ccccc2N1Cc1ccc(F)cc1,0
CN(Cc1cccnc1)c1ccc(-c2cc(-c3cccc(Br)c3)c3c(N)ncnc3n2)cn1,1
Brc1cccc(-c2[nH]nc3ncnc(C#Cc4ccc(N5CCOCC5)nc4)c23)c1,1
c1ccc(CCNc2ncnc3oc(-c4ccccc4)nc23)cc1,1
CC(C)Cc1cc2c(N)ncnc2nc1-c1ccc(N(C)C)cc1,1
CN(C)c1ccc(C#Cc2ncnc3c2c(-c2cccc(Br)c2)nn3C)cn1,1
CCN1C(=O)C(c2ccccc2)Oc2cc3c(cc21)OCO3,0
CN(C)c1ccc(-c2ccc3c(N)ncnc3n2)cc1,0
c1ccc(CN2CCC3CN(c4ncnc5oc(-c6ccccc6)nc45)CC32)cc1,1
CCC1(c2ccc(CSc3ccc(F)cc3Cl)cc2)Oc2ccccc2-n2cccc2C1=O,0
OCC1OC(n2cc(F)c3c(-c4ccc[nH]4)ncnc32)C(O)C1O,0
CC(=NOC1CCOCC1)C1(O)CCN(c2ccc(-c3cc(-c4cccc(Br)c4)c4c(N)ncnc4n3)cn2)CC1,1
CCC1OC(n2cc(Br)c3c(N)ncnc32)C(O)C1O,0
O=C1c2cccn2-c2ccccc2SC1c1cccc2ccccc12,0
Cc1ccccc1-c1cn(C2OCC(O)C2O)c2ncnc(Nc3ccc4c(c3)OCCO4)c12,1
CN(C)c1ccc(-c2nc3ncnc(N)c3nc2-c2ccccc2)cc1,0
Nc1ncnc2c1c(-c1cc[nH]n1)cn2C1OC(CO)C(O)C1O,0
CCC1(c2ccc(CSc3cccc(F)c3)cc2)Oc2ccccc2-n2cccc2C1=O,0
Cc1ccc(-c2cc3c(N)ncnc3nc2-c2ccc(C=Cc3ccccn3)cc2)cc1,1
CCC1(c2ccc(CSc3cnccn3)cc2)Oc2ccccc2-n2cccc2C1=O,0
Nc1ncnc2nc(-c3ccc(N4CCC(CCOC5CCOCC5)CC4)nn3)cc(-c3cccc(Br)c3)c12,1
CC1OC(n2cc(-c3ccccc3)c3c(NC4CCCCC4)ncnc32)C(O)C1O,0
Nc1ncnc2nc(-c3ccc(N4CC5CC4CO5)nc3)cc(-c3cccc(Br)c3)c12,1
OCC1OC(n2ccc3c(-c4cccc5c4sc4ccccc45)ncnc32)C(O)C1O,0
Nc1ncnc(C#Cc2ccc(N3CCOCC3)nn2)c1-c1ccc(Cl)cc1,1
CN(C)c1cc(C#Cc2ncnc(N)c2-c2ccc3c(c2)OCO3)cnc1N1CCOCC1,1
Nc1ncnc2c1c(-c1cccc3c1Oc1ccccc1S3)cn2C1OC(CO)C(O)C1O,0
OCC1OC(n2cc(F)c3c(-c4ccccc4)ncnc32)C(O)C1O,0
CC1OC(n2cc(I)c3c(Nc4ccc(F)cc4)ncnc32)C(O)C1O,0
CN(C)c1ccc(C#Cc2ncnc(NCCc3c[nH]cn3)c2-c2ccc(Cl)cc2)cc1,1
CN(C)c1ccc(-c2nc3ncnc(N)c3cc2-c2ccc(Br)cc2)cc1,1
CCC1(c2ccc(CSc3c(F)c(F)cc(F)c3F)cc2)Oc2ccccc2-n2cccc2C1=O,0
c1ccc(CN2CCN(c3ncnc4oc(-c5ccccc5)nc34)CC2)cc1,1
Nc1ncnc2c1c(-c1ccc3ccccc3c1)cn2C1OC(CO)C(O)C1O,0
CCOC(=O)c1cn(C2OC(C)C(O)C2O)c2ncnc(N)c12,0
CCC1(c2ccc(CSc3ccc(C#C[Si](C)(C)C)cc3)cc2)Oc2ccccc2-n2cccc2C1=O,0
COCCN(C)c1cc(N2CCOCC2)ncc1C#Cc1ncnc(N)c1-c1ccc2c(c1)OCO2,1
CN(C)c1ccc(C#Cc2ncnc(N)c2C(c2ccccc2)c2ccccc2)cc1,0
Nc1ncnc2c1c(-c1c[nH]nn1)cn2C1OC(CO)C(O)C1O,0
Nc1ccc(-c2nc3c(N4CC5CCN(Cc6ccccc6)C5C4)ncnc3o2)cc1,1
CN(C)c1ccc(C#Cc2cc(NCc3ccccc3)ncn2)cc1,0
OC1COC(n2cc(-c3ccccc3)c3c(Nc4ccc(F)cc4)ncnc32)C1O,1
OCC1OC(n2cc(F)c3c(-c4c[nH]cn4)ncnc32)C(O)C1O,0
CC1OC(n2c(Br)c(-c3ccccc3)c3c(Nc4ccccc4)ncnc32)C(O)C1O,1
Cc1ncnc2c1c1ccn(C)c1n2C1OC(CO)C(O)C1O,0
CCC1(c2cccc(C)c2)Oc2ccccc2-n2cccc2C1=O,0
OC1COC(n2cc(-c3ccccc3)c3c(Nc4ccccc4)ncnc32)C1O,1
Nc1ncnc(C#Cc2cccs2)c1-c1ccc(Cl)cc1,1
Nc1ncnc(C#Cc2ccc(N3CCCCC3)nc2)c1-c1ccc(Cl)cc1,1
Nc1ncnc(C#Cc2ccc(N3CCOCC3)nc2)c1-c1cccs1,1
CCC1(c2ccc(COc3cccc(CCN4CCCC4)c3)cc2)Oc2ccccc2-n2cccc2C1=O,0
CCN1C(=O)C(c2cccc3ccccc23)Oc2cc3c(cc21)OCO3,0
OC1C(n2cc(-c3ccccc3)c3c(Nc4ccc(F)cc4)ncnc32)OC2(CC2)C1O,1
CN(C)c1ccc(-c2nc3ncnc(N)c3cc2-c2ccc(C(C)(C)C)cc2)cc1,0
OCC1OC(n2c(Nc3ccccc3)nc3c(Nc4ccccc4)ncnc32)C(O)C1O,1
CC1OC(n2cc(-c3ccccc3)c3c(Nc4ccc(F)cc4)ncnc32)C(O)C1O,1
Nc1ncnc(C#Cc2cnc(N3CCOCC3)nc2)c1-c1ccc(Cl)cc1,1
OCC1OC(n2ccc3c(-c4cc5ccccc5s4)ncnc32)C(O)C1O,1
CC1OC(n2cc(I)c3c(NC4CCCCC4)ncnc32)C(O)C1O,0
Nc1ncnc2nc(-c3nccs3)c(Cc3cccc(Br)c3)cc12,0
Nc1ncnc2nc(-c3ccc(N4CCCC4)nc3)cc(-c3cccc(Br)c3)c12,1
Nc1ncnc2nc(-c3ccc(N4CCC(=NOC5CCOCC5)CC4)nn3)cc(-c3cccc(Br)c3)c12,1
COCC1OC(n2cc(-c3ccccc3)c3c(Nc4ccccc4)ncnc32)C(O)C1O,1
CCC1(c2ccc(CSc3ccccc3Cl)cc2)Sc2ccccc2-n2cccc2C1=O,0
CN(C)c1ccc(C#Cc2ncnc(N)c2-c2ccc(Br)cc2)cc1,1
CCC1(c2ccc(CSc3cccc(C(F)(F)F)c3)cc2)Oc2ccccc2-n2cccc2C1=O,0
CN(C)c1ncnc2c1c1occc1n2C1OC(CO)C(O)C1O,0
Cc1ccc(-c2cc3c(N)ncnc3nc2-c2cc3ccccc3o2)cc1,0
CC1OC(n2cc(I)c3c(Nc4ccccc4)ncnc32)C(O)C1O,1
Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)cc(NCc3c[nH]c4ccccc34)c12,1
Cc1ccc(-c2c(N)ncnc2C#Cc2ccc(N(C)C)cc2)cc1,1
CSc1nc2c(N3CCc4ccccc43)ncnc2n1C1OC(CO)C(O)C1O,1
CN(C)S(=O)(=O)N1CCN(c2ccc(C#Cc3ncnc(N)c3-c3ccc(Cl)cc3)cn2)CC1,1
Nc1ncnc2c1c(I)cn2C1OCC(O)C1O,1
Cc1ccc(-c2cc3c(N)ncnc3nc2-c2ccc(-c3cncnc3)cc2)cc1,1
CN(C)c1ccc(-c2cc3c(N)ncnc3nc2-c2ccc(N(C)C)cc2)cc1,1
O=C(Nc1cccc(-c2nc3c(N4CC5CCN(Cc6ccccc6)C5C4)ncnc3o2)c1)c1ccccc1,1
CCC1(c2ccc(CSc3c(C)cccc3Cl)cc2)Oc2ccccc2-n2cccc2C1=O,0
Nc1ncnc2c1c(-c1cc3ccccc3o1)cn2C1OC(CO)C(O)C1O,0
CC1OC(n2cc(-c3ccccc3)c3c(NCC(=O)Nc4ccc(Cl)cc4)ncnc32)C(O)C1O,1
Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)cnc12,0
NCC1OC(n2cc(I)c3c(Cl)ncnc32)C(O)C1O,0
Cn1nc(-c2cccc(Br)c2)c2c(C#Cc3ccc(N4CCOCC4)nc3)ncnc21,1
Nc1ncnc2cc(-c3ccc(N4CCOCC4)nc3)n(Cc3ccccc3)c12,0
COC(=O)c1cccc(-c2cc3c(N)ncnc3nc2-c2ccc(N(C)C)cc2)c1,0
COc1ccc(-c2cc3c(N)ncnc3nc2-c2ccc(N(C)C)cc2)cc1OC,1
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0
CCCNc1ncnc2c1c(-c1ccccc1)cn2C1OC(C)C(O)C1O,1
CN(C)c1ncnc2c1c1ccn(C)c1n2C1OC(CO)C(O)C1O,0
Nc1ncnc2c1c(-c1ccoc1)cn2C1OC(CO)C(O)C1O,0
Nc1ncnc2nc(-c3ccc(N4CCC(O)CC4)nc3)cc(-c3cccc(Br)c3)c12,1
CN(C)c1ccc(C#Cc2ncnc(N)c2-c2ccc(Cl)cc2)cn1,1
COc1ccc(S(=O)(=O)NC(=O)c2cc3c(Nc4cccc(OC)c4)ccc(Cl)c3n2C)cc1,0
Nc1ncnc2c1c(I)cn2C1OC(CO)C(O)C1O,1
CC1OC(n2cc(C#N)c3c(N)ncnc32)C(O)C1O,0
CC1OC(n2cc(I)c3c(SCc4ccccc4)ncnc32)C(O)C1O,0
Nc1ncnc(C#Cc2ccc(N3CCOCC3)nc2)c1Cc1cccc(Br)c1,1
Cn1ccc2c1c1c(-c3cc4ccccc4o3)ncnc1n2C1OC(CO)C(O)C1O,1
CC1C(O)C(O)C2(n3cc(-c4ccccc4)c4c(Nc5ccccc5)ncnc43)CC12,1
NCC1OC(n2cc(-c3ccccc3)c3c(Nc4ccccc4)ncnc32)C(O)C1O,1
CN(C)c1ccc(-c2c(N)ncnc2C#Cc2ccc(N3CCOCC3)nc2)cc1,1
CN(C)c1ccc(C#Cc2ncnc3[nH]nc(-c4cccc(Br)c4)c23)cn1,1
CCC1(c2ccc(CSc3ccc(OC(F)(F)F)cc3)cc2)Oc2ccccc2-n2cccc2C1=O,0
Cc1ccc(-c2c(-c3cccs3)nc3ncnc(N)c3c2-c2ccc(C)c(F)c2)cc1F,1
Nc1ncnc(C#Cc2ccc(N3CCOCC3)nc2)c1-c1ccc2c(c1)OCO2,1
Nc1ncnc2c1c(-c1nccs1)cn2C1OC(CO)C(O)C1O,0
Nc1ncnc(C#Cc2ccc(N3CCOCC3)nc2)c1Cc1ccccc1,1
CN(C)c1ccc(-c2cc(-c3ccccc3)c3c(N)ncnc3n2)cc1,0
Nc1ncnc2c1c(-c1cc3ccccc3c3ccccc13)cn2C1OC(CO)C(O)C1O,0
CC(C)(C)Cn1c(-c2ccc(P(=O)(O)O)o2)nc2c(N)ncnc21,0
CC(C)(C)c1ccc(-c2cn(C3OC(CO)C(O)C3O)c3ncnc(N)c23)cc1,0
CSc1ncnc2c1c1occc1n2C1OC(CO)C(O)C1O,0
OCC1OC(n2cc(I)c3c(Nc4ccccc4)ncnc32)C(O)C1O,1
COc1ncnc2c1c1ccn(C)c1n2C1OC(CO)C(O)C1O,0
CN1C(=O)C(c2ccccc2)Oc2cc3c(cc21)OCO3,0
OCC1OC(n2ccc3c(Nc4ccccc4)ncnc32)C(O)C1O,0
OCC1OC(n2cc(F)c3c(-c4ccsc4)ncnc32)C(O)C1O,0
CCC1(c2ccc(COc3ccccc3)cc2)Oc2ccccc2-n2cccc2C1=O,0
Nc1cccc(-c2cn(C3OCC(O)C3O)c3ncnc(Nc4ccc(F)cc4)c23)c1,1
O=C1C(c2cccc3ccccc23)Oc2cc(N3CCOCC3)ccc2N1Cc1ccc(F)cc1,0
CC1OC(n2cc(I)c3c(Cl)ncnc32)C(O)C1O,0
OCC1OC(n2cc(-c3ccccc3)c3c(Nc4ccccc4)ncnc32)CC1O,1
[N-]=[N+]=NCC1OC(n2cc(Br)c3c(N)ncnc32)C(O)C1O,0
CSc1nc2c(Nc3ccccc3)ncnc2n1C1OC(CO)C(O)C1O,0
CC1OC(n2c(Nc3ccccc3)nc3c(N4CCc5ccccc54)ncnc32)C(O)C1O,1
O=C(Nc1ccc(-c2nc3c(N4CC5CCN(Cc6ccccc6)C5C4)ncnc3o2)cc1)c1ccc(C(F)(F)F)cc1,1
CCC1(c2ccc(CSc3ccccn3)cc2)Oc2ccccc2-n2cccc2C1=O,0
OCC1C(O)C(O)C2(n3cc(I)c4c(Nc5ccccc5)ncnc43)CC12,0
CCC1(c2ccc(CSc3ccc(Br)cc3)cc2)Oc2ccccc2-n2cccc2C1=O,0
COCC(=O)Nc1cccc(-c2nc3c(N4CC5CCN(Cc6ccccc6)C5C4)ncnc3o2)c1,1
O=C(Nc1cccc(-c2nc3c(N4CC5CCN(Cc6ccccc6)C5C4)ncnc3o2)c1)c1ccc(C(F)(F)F)cc1,1
CCC1(c2ccc(CSc3ccc(OC)cc3)cc2)Oc2ccccc2-n2cccc2C1=O,0
CCCCc1cc2c(N)ncnc2nc1-c1cccs1,0
CN(C)c1ccc(-c2nc3ncnc(N)c3cc2CCc2ccccc2)cc1,0
CCC1(c2ccc(CSc3cccc(OC(F)(F)F)c3)cc2)Oc2ccccc2-n2cccc2C1=O,0
CC(C)CNc1ncnc2c1c(-c1ccccc1)cn2C1OC(C)C(O)C1O,1
OCC1OC(n2cc(F)c3c(-c4ccco4)ncnc32)C(O)C1O,0
Nc1ncnc2nc(-c3cccs3)c(Cc3cccc(Br)c3)cc12,0
CN(C)c1ccc(C#Cc2c(N)ncnc2-c2ccc(N(C)C)cc2)cc1,1
