Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Train_Specificity,Train_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Test_Specificity,Test_ROC_AUC
0.8370044052863436,0.8361913269764822,0.8380822185333463,0.8365476306315073,0.6742708941542079,0.8244897959183674,0.9254467337174105,0.8508771929824561,0.8540806605271515,0.8458436724565757,0.8482499412731971,0.6998758632287876,0.9032258064516129,0.923076923076923
