1,2,3,4,5,6,7,8,9,10,average
0.9123809523809524,0.8771428571428571,0.9561904761904761,0.8133333333333334,0.9126984126984128,0.8829365079365079,0.9484126984126984,0.9722222222222222,0.8531746031746031,0.914,0.9042492063492062
