1,2,3,4,5,6,7,8,9,10,average
0.6647619047619048,0.5607311136255976,0.7825292916895138,0.6495238095238095,0.8236886452926476,0.6192695654389978,0.8236886452926476,0.8728715609439694,0.5079721589671173,0.7355995645509783,0.7040636260087184
