1,2,3,4,5,6,7,8,9,10,average
0.8260869565217391,0.778846153846154,0.8908400569530137,0.8247619047619047,0.9099999999999999,0.7996041563582384,0.9099999999999999,0.9321266968325792,0.7536087605774016,0.8660714285714286,0.849194611442246
