Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Train_Specificity,Train_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Test_Specificity,Test_ROC_AUC
0.9823788546255506,0.9830737584484279,0.9815643003612928,0.982240998259305,0.9646368778148954,0.9918367346938776,0.9990625915437946,0.8157894736842105,0.8207729468599034,0.8089330024813896,0.8115999055638623,0.629594630181145,0.8870967741935484,0.8874069478908189
