mean_test_score,params,n_neighbors,algorithm,weights,p
0.9031821090805661,"{'algorithm': 'ball_tree', 'n_neighbors': 15, 'p': 1, 'weights': 'uniform'}",15,ball_tree,uniform,1
0.8963035388371378,"{'algorithm': 'ball_tree', 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",15,ball_tree,distance,1
0.9031821090805661,"{'algorithm': 'ball_tree', 'n_neighbors': 15, 'p': 2, 'weights': 'uniform'}",15,ball_tree,uniform,2
0.8929946194505677,"{'algorithm': 'ball_tree', 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}",15,ball_tree,distance,2
0.8835620659413592,"{'algorithm': 'kd_tree', 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}",2,kd_tree,uniform,1
0.8786093531489252,"{'algorithm': 'kd_tree', 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",2,kd_tree,distance,1
0.8835620659413592,"{'algorithm': 'kd_tree', 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",2,kd_tree,uniform,2
0.8786093531489252,"{'algorithm': 'kd_tree', 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",2,kd_tree,distance,2
0.8890954988267084,"{'algorithm': 'kd_tree', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",3,kd_tree,uniform,1
0.8822347057289814,"{'algorithm': 'kd_tree', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",3,kd_tree,distance,1
0.8890954988267084,"{'algorithm': 'kd_tree', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",3,kd_tree,uniform,2
0.8823342577449098,"{'algorithm': 'kd_tree', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",3,kd_tree,distance,2
0.8923807153523431,"{'algorithm': 'kd_tree', 'n_neighbors': 4, 'p': 1, 'weights': 'uniform'}",4,kd_tree,uniform,1
0.887740880324255,"{'algorithm': 'kd_tree', 'n_neighbors': 4, 'p': 1, 'weights': 'distance'}",4,kd_tree,distance,1
0.8923807153523431,"{'algorithm': 'kd_tree', 'n_neighbors': 4, 'p': 2, 'weights': 'uniform'}",4,kd_tree,uniform,2
0.8879376140700183,"{'algorithm': 'kd_tree', 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}",4,kd_tree,distance,2
0.8963225011258859,"{'algorithm': 'kd_tree', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",5,kd_tree,uniform,1
0.8889983170968735,"{'algorithm': 'kd_tree', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",5,kd_tree,distance,1
0.8963225011258859,"{'algorithm': 'kd_tree', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",5,kd_tree,uniform,2
0.8883180449880299,"{'algorithm': 'kd_tree', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",5,kd_tree,distance,2
0.9075303989191497,"{'algorithm': 'kd_tree', 'n_neighbors': 6, 'p': 1, 'weights': 'uniform'}",6,kd_tree,uniform,1
0.8948007774538386,"{'algorithm': 'kd_tree', 'n_neighbors': 6, 'p': 1, 'weights': 'distance'}",6,kd_tree,distance,1
0.9075303989191497,"{'algorithm': 'kd_tree', 'n_neighbors': 6, 'p': 2, 'weights': 'uniform'}",6,kd_tree,uniform,2
0.8943148688046646,"{'algorithm': 'kd_tree', 'n_neighbors': 6, 'p': 2, 'weights': 'distance'}",6,kd_tree,distance,2
0.902130887198085,"{'algorithm': 'kd_tree', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",7,kd_tree,uniform,1
0.8935966721183247,"{'algorithm': 'kd_tree', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",7,kd_tree,distance,1
0.902130887198085,"{'algorithm': 'kd_tree', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",7,kd_tree,uniform,2
0.8940873213396856,"{'algorithm': 'kd_tree', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",7,kd_tree,distance,2
0.9095593638152126,"{'algorithm': 'kd_tree', 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",8,kd_tree,uniform,1
0.8980468842589302,"{'algorithm': 'kd_tree', 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",8,kd_tree,distance,1
0.9095593638152126,"{'algorithm': 'kd_tree', 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",8,kd_tree,uniform,2
0.8976605276256844,"{'algorithm': 'kd_tree', 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",8,kd_tree,distance,2
0.9115764772808077,"{'algorithm': 'kd_tree', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",9,kd_tree,uniform,1
0.8990483301334471,"{'algorithm': 'kd_tree', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",9,kd_tree,distance,1
0.9115764772808077,"{'algorithm': 'kd_tree', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",9,kd_tree,uniform,2
