1,2,3,4,5,6,7,8,9,10,average
0.778846153846154,0.7161841480778358,0.8035121025154248,0.7386363636363635,0.8880039820806371,0.8214285714285715,0.9553571428571428,0.9321266968325792,0.7963800904977376,0.91,0.8340475251772446
