1,2,3,4,5,6,7,8,9,10,average
0.7771428571428571,0.7171428571428571,0.8047619047619048,0.7485714285714286,0.8869047619047619,0.8303571428571428,0.9553571428571428,0.9285714285714286,0.7946428571428572,0.91,0.8353452380952382
