1,2,3,4,5,6,7,8,9,10,average
0.9028571428571428,0.8657142857142858,0.9304761904761905,0.8580952380952381,0.8878968253968255,0.8710317460317459,0.947420634920635,0.943452380952381,0.8700396825396826,0.9059999999999999,0.8982984126984128
