1,2,3,4,5,6,7,8,9,10,average
0.8066666666666666,0.7428571428571429,0.9095238095238095,0.7771428571428571,0.8273809523809523,0.8482142857142856,0.9246031746031745,0.9871031746031746,0.8134920634920635,0.876,0.8512984126984126
