Train_Accuracy,Train_Precision,Train_Recall,Train_F1,Train_MCC,Train_Specificity,Train_ROC_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Test_MCC,Test_Specificity,Test_ROC_AUC
0.8590308370044053,0.8644663607069623,0.8644663607069623,0.8590308370044053,0.7289327214139244,0.7959183673469388,0.9482277121374866,0.868421052631579,0.8673343605546995,0.869727047146402,0.8679230709816945,0.7370575240598276,0.8548387096774194,0.9478908188585609
